temperatura,humedad_relativa,precipitacion,deficit_presion_vapor,velocidad_viento,temperatura_suelo,es_dia,radiacion,year,month,day,hour,id
12.8,90,0.0,0.14,6.6,16.0,0,0.0,2015,5,1,0,"a5e19e8c-2469-4320-8c0d-b1cf93434b57"
11.9,91,0.0,0.13,6.6,15.5,0,0.0,2015,5,1,1,"3436f606-7f5b-4be1-bea1-019900befe67"
11.5,90,0.0,0.13,5.3,14.9,0,0.0,2015,5,1,2,"1e8495db-f234-4ea5-ab43-6388b9e70a3c"
12.2,86,0.0,0.19,4.8,14.8,0,0.0,2015,5,1,3,"39315ab7-63df-436f-8b46-93e1dc93a717"
12.7,84,0.0,0.23,4.1,14.9,0,0.0,2015,5,1,4,"e310f6ab-aba1-4e90-a23c-ca8fe72d8744"
12.3,87,0.0,0.18,2.5,14.7,0,0.0,2015,5,1,5,"f897d630-1f2f-444f-b2e7-b245c3a70c7c"
12.2,89,0.0,0.16,2.8,14.6,0,0.0,2015,5,1,6,"f5f444f9-8979-4041-8b23-bf1967e1e8a3"
12.4,90,0.0,0.15,3.5,14.9,1,28.0,2015,5,1,7,"43e32a84-6c08-4a4d-8a75-95fec0eed88b"
14.0,81,0.0,0.3,3.5,16.8,1,169.0,2015,5,1,8,"a40eabd2-17c1-4e2a-941a-09764ca9c335"
16.1,65,0.0,0.64,5.3,18.2,1,391.0,2015,5,1,9,"f48a0dcf-65ff-4409-9f34-85fef3d0d763"
17.5,56,0.0,0.88,8.3,20.1,1,557.0,2015,5,1,10,"a981bce4-1eb0-4d36-a35a-921f8de4dfa4"
18.8,48,0.1,1.12,9.0,22.1,1,717.0,2015,5,1,11,"366f3c7e-7922-4bc4-9a46-4e9c57b31484"
19.1,46,0.0,1.19,9.9,22.3,1,587.0,2015,5,1,12,"36b61397-ec03-42ed-ae0a-2078c0f41f11"
21.2,36,0.0,1.62,10.7,24.0,1,827.0,2015,5,1,13,"005fdceb-8fd8-401d-977a-23c8b47702ae"
21.9,33,0.0,1.77,12.1,24.7,1,835.0,2015,5,1,14,"2110bf3d-6b37-4bdb-a638-603210029029"
22.4,31,0.0,1.87,12.4,25.0,1,760.0,2015,5,1,15,"dc3b4fe3-2be0-4838-8db2-6fdaded1b6e9"
22.3,30,0.0,1.87,10.2,24.2,1,531.0,2015,5,1,16,"2d0d6fd5-6d86-4901-8d51-caa1bcf3efae"
21.7,31,0.0,1.8,8.7,23.0,1,319.0,2015,5,1,17,"5a4390a9-27ed-4702-b354-558ea1b74b0d"
20.5,37,0.0,1.51,5.8,21.7,1,218.0,2015,5,1,18,"66294cfb-e342-446f-b2c3-6ca19de3357a"
17.9,51,0.0,1.01,5.4,19.9,1,70.0,2015,5,1,19,"bc02816b-725d-4161-ab66-4026808ce49f"
15.6,67,0.0,0.58,10.6,18.2,0,0.0,2015,5,1,20,"1909eeb8-7488-419c-9f4c-27cf5e6e5d9e"
14.1,79,0.0,0.33,9.6,17.0,0,0.0,2015,5,1,21,"fffb5a7a-6d04-4c47-942a-ba93e2b170f5"
13.4,85,0.0,0.23,7.2,16.3,0,0.0,2015,5,1,22,"906ae214-0a1d-474e-aecf-507c476ba016"
12.9,89,0.0,0.16,6.8,15.7,0,0.0,2015,5,1,23,"7102a953-d315-4559-be23-fa0fc6b4e191"
12.2,93,0.0,0.1,6.4,15.1,0,0.0,2015,5,2,0,"9e799b12-f202-468e-bb81-0295bd464846"
11.8,96,0.0,0.05,5.6,14.7,0,0.0,2015,5,2,1,"b5689ce7-8d89-4c17-939e-3f82a4fc8661"
11.5,97,0.0,0.04,5.6,14.4,0,0.0,2015,5,2,2,"1e74c254-be9d-4482-bdbc-b299d807ea05"
10.9,98,0.0,0.03,4.9,14.0,0,0.0,2015,5,2,3,"48399eef-852b-4867-8058-ce0ab5a0c05e"
10.8,98,0.0,0.03,4.6,13.8,0,0.0,2015,5,2,4,"33b845d4-e81c-42fd-a795-52c1b3da6992"
11.2,97,0.0,0.04,5.2,14.2,0,0.0,2015,5,2,5,"dd3725f4-1c8d-4118-afa7-fdb6f46ed0f5"
11.2,96,0.0,0.06,5.4,14.3,0,0.0,2015,5,2,6,"dc8bab68-7442-4866-a16e-69767432f51e"
11.3,94,0.0,0.08,6.1,14.7,1,21.0,2015,5,2,7,"689577ea-db11-489f-bf54-136ed72602c2"
12.3,86,0.0,0.2,5.1,15.5,1,133.0,2015,5,2,8,"c800141b-fc08-4459-aab4-15fff97b742d"
14.6,73,0.0,0.45,4.0,18.0,1,387.0,2015,5,2,9,"c9c5310f-4058-4eab-94a8-e84087c94f92"
17.3,61,0.0,0.78,1.8,21.3,1,687.0,2015,5,2,10,"8ea4c679-4f41-4d55-825e-0cee9a761eb8"
19.0,51,0.3,1.07,1.8,24.0,1,838.0,2015,5,2,11,"9ca56279-2ee7-44c9-a44a-cc82c9b56565"
20.0,46,0.2,1.27,3.8,25.3,1,868.0,2015,5,2,12,"8d43210a-6a29-4b5f-9254-a7202ed7a553"
20.6,42,0.0,1.39,5.5,25.2,1,680.0,2015,5,2,13,"7f3b165d-3ae2-4113-b959-2f01634a84a6"
21.1,41,0.0,1.47,7.0,26.1,1,759.0,2015,5,2,14,"4e54408f-3850-42d6-94eb-643ace41e717"
20.9,41,0.0,1.47,7.7,25.4,1,580.0,2015,5,2,15,"140c48fa-90af-46b4-8fc2-32565272abcc"
20.8,41,0.0,1.45,6.4,24.9,1,507.0,2015,5,2,16,"940ab65f-ee6f-4400-bf19-d6b9932c979d"
20.4,42,0.0,1.4,8.4,23.8,1,375.0,2015,5,2,17,"ab808d3c-18a1-4903-8a5f-3a5dba89778b"
19.6,44,0.2,1.27,6.9,22.1,1,165.0,2015,5,2,18,"b5e5a4f4-c16b-4f10-8588-4acf28992a96"
18.8,49,0.0,1.11,0.4,20.5,1,24.0,2015,5,2,19,"8b2a4636-3989-4246-98d3-fe16118b3543"
17.7,56,0.2,0.9,7.2,19.4,0,0.0,2015,5,2,20,"b2efb314-71c8-4d1f-bba7-199e7162e326"
16.6,64,0.0,0.68,8.0,18.6,0,0.0,2015,5,2,21,"87be9bca-4186-43f6-8e15-0b58449bd756"
16.1,70,0.0,0.55,6.6,18.1,0,0.0,2015,5,2,22,"acd12682-cc47-41fc-a1db-6bde9b3a887f"
15.6,74,0.0,0.46,4.8,17.6,0,0.0,2015,5,2,23,"aee73260-a38d-4982-a9b4-96baf83649c5"
14.9,81,0.0,0.32,6.0,16.9,0,0.0,2015,5,3,0,"7f6197e2-42e3-4a54-b59d-21f9cd9d2a8c"
13.5,89,0.0,0.16,5.9,16.1,0,0.0,2015,5,3,1,"3ab3a90b-9ae2-4437-b0bd-8f3409469a50"
13.1,91,0.0,0.14,5.2,15.5,0,0.0,2015,5,3,2,"6150af55-20bb-4593-b6d6-fba1b311e249"
13.1,90,0.0,0.15,5.4,15.1,0,0.0,2015,5,3,3,"293eb9d6-6e70-4929-9f58-a19b534cc9cc"
12.1,93,0.0,0.1,5.8,14.5,0,0.0,2015,5,3,4,"668c6966-8fcc-4b22-9032-7944e379e0df"
11.6,93,0.0,0.09,5.1,14.2,0,0.0,2015,5,3,5,"46d34fa0-8b77-4309-bf66-5396f05557e0"
11.7,92,0.0,0.11,5.4,14.1,0,0.0,2015,5,3,6,"6a0d7f07-536e-401b-990d-b7cdb729737a"
11.9,91,0.0,0.12,6.1,14.1,1,31.0,2015,5,3,7,"96c5f96a-211d-44d6-8210-aaf7a35e328d"
15.2,76,0.0,0.42,4.5,16.4,1,195.0,2015,5,3,8,"b0d29f93-57f4-4a7e-810c-eb1d3cde681b"
17.6,61,0.0,0.79,6.4,19.4,1,477.0,2015,5,3,9,"25b4450c-765a-47b3-81f3-971e26d4e4c0"
19.1,53,0.0,1.03,6.9,21.5,1,606.0,2015,5,3,10,"d45f2e80-e443-4749-b070-8b611416208e"
20.3,49,0.0,1.22,6.7,23.6,1,721.0,2015,5,3,11,"4db5b847-0e90-4deb-983b-ec91a5fd532a"
21.1,45,0.0,1.37,7.2,24.8,1,727.0,2015,5,3,12,"a21d94b8-c7a4-41b9-8ad7-7ced07876a8b"
22.8,37,0.0,1.75,8.2,25.9,1,774.0,2015,5,3,13,"ce486a5c-431b-4d39-9c89-0304363a0df7"
23.5,35,0.0,1.88,9.0,26.7,1,837.0,2015,5,3,14,"c615a12e-1e20-4496-8e5d-64328d9e2b8a"
24.0,33,0.0,2.0,9.9,27.0,1,805.0,2015,5,3,15,"339c3bfc-7f1f-4696-8418-38da675bc4d0"
24.2,32,0.0,2.06,9.7,26.7,1,677.0,2015,5,3,16,"707082c5-9b2d-4e60-b93b-ed0bfa6e83fd"
24.1,31,0.0,2.07,10.1,25.8,1,509.0,2015,5,3,17,"f565bddf-ce6f-4000-abf7-2443065671e3"
23.2,33,0.0,1.91,6.3,24.1,1,267.0,2015,5,3,18,"29bbb4f6-96e0-4aa9-9ad4-ceda41885d06"
21.4,40,0.0,1.54,1.3,22.0,1,68.0,2015,5,3,19,"59819ef1-dc0e-4a85-b7d2-73bd592a4c7a"
18.7,56,0.0,0.94,5.4,19.9,0,0.0,2015,5,3,20,"a62aaddd-28f2-471a-b1ac-6dfbe3849974"
16.6,71,0.0,0.54,5.9,18.5,0,0.0,2015,5,3,21,"6f8bc49b-2e2a-4bc9-8da2-f031e827fdbd"
15.2,82,0.0,0.31,5.6,17.6,0,0.0,2015,5,3,22,"30cbddd7-2f33-4f3d-bc23-e0992c419933"
13.9,89,0.0,0.17,5.2,16.5,0,0.0,2015,5,3,23,"5d22909c-38b1-4372-a701-3f2459ce3be1"
13.4,90,0.0,0.16,6.0,15.7,0,0.0,2015,5,4,0,"22af5e25-9a45-449d-8779-33c2ac738318"
13.1,96,0.0,0.07,5.6,15.2,0,0.0,2015,5,4,1,"9f2cccdf-fefe-4793-916d-8d1d57781159"
12.8,96,0.0,0.06,5.4,14.8,0,0.0,2015,5,4,2,"dcb45dc1-c84e-420e-b986-4eb04c5bf637"
12.8,96,0.0,0.07,5.1,14.8,0,0.0,2015,5,4,3,"10005a06-870e-44e1-bf44-457eed911b66"
12.9,94,0.0,0.09,4.3,14.7,0,0.0,2015,5,4,4,"98f8436e-7357-4dd8-8d28-abd94ee7e96d"
13.1,92,0.0,0.12,4.9,14.6,0,0.0,2015,5,4,5,"d89111af-d90d-4c74-8d7e-fa7da67cc991"
13.1,90,0.0,0.15,4.2,14.4,0,0.0,2015,5,4,6,"afc07c1e-53cb-4ef4-95a6-af1013703b1c"
13.6,88,0.0,0.19,3.9,14.7,1,36.0,2015,5,4,7,"aaeb10a2-77b2-4695-a570-b9d793bb3fc1"
15.8,73,0.0,0.48,2.4,17.2,1,213.0,2015,5,4,8,"0a7628b5-5206-4420-a509-2f756c6ef2e7"
18.2,57,0.0,0.9,5.9,20.4,1,483.0,2015,5,4,9,"b7cdf9a4-6861-4b76-a100-8f4812bc60bc"
20.2,48,0.0,1.24,7.4,22.8,1,712.0,2015,5,4,10,"48fbee11-d070-4c3d-a287-2fb88e63fe82"
22.1,41,0.0,1.56,8.3,25.3,1,904.0,2015,5,4,11,"6cad2988-7093-4d1b-994d-377c6581c84a"
23.7,37,0.0,1.85,9.3,27.4,1,1029.0,2015,5,4,12,"89517283-4d6f-40cf-a16f-d77b051483d4"
24.8,34,0.0,2.06,10.2,28.7,1,1044.0,2015,5,4,13,"d827d147-c053-4d34-8320-67f7a60e2c17"
25.7,31,0.0,2.29,10.9,29.4,1,1011.0,2015,5,4,14,"b7f1f4e9-8fcf-4b3e-8ca7-773b6d4c5b1b"
26.2,28,0.0,2.45,11.5,29.6,1,927.0,2015,5,4,15,"8d564c3c-cc20-4c37-9b1a-2d2531d7733b"
26.4,27,0.0,2.52,14.4,29.1,1,749.0,2015,5,4,16,"e5b42bdf-a081-4c71-923e-abb51d422bcf"
25.9,26,0.0,2.47,13.8,27.5,1,496.0,2015,5,4,17,"8975b50f-e5bb-4661-a70e-16a5e6f85c83"
24.4,30,0.0,2.15,8.4,25.5,1,240.0,2015,5,4,18,"83457bde-7aed-4c89-bb02-fc410d3383b1"
22.0,41,0.0,1.57,2.4,23.3,1,76.0,2015,5,4,19,"e182952c-693d-41a7-975f-0bf9c40941eb"
19.7,55,0.0,1.04,4.2,21.3,0,0.0,2015,5,4,20,"b2125c64-7c97-405c-b984-a9af882437be"
17.9,70,0.0,0.63,5.6,19.8,0,0.0,2015,5,4,21,"2dd3d694-306f-435d-ae51-741f01af5596"
16.2,82,0.0,0.34,5.2,18.5,0,0.0,2015,5,4,22,"348f902a-a7aa-42eb-930e-92e68b07f70e"
15.5,85,0.0,0.26,5.2,17.7,0,0.0,2015,5,4,23,"347fd94a-8f9f-40da-9d00-db6569001d8f"
14.7,88,0.0,0.2,5.5,16.8,0,0.0,2015,5,5,0,"f302d492-fa20-4435-bb97-cd64478bac51"
13.4,93,0.0,0.1,5.9,16.0,0,0.0,2015,5,5,1,"6fb81f75-82a1-470c-869e-762206f5a5ed"
12.6,94,0.0,0.08,5.0,15.4,0,0.0,2015,5,5,2,"3ad7edd7-ce95-4d60-9fa7-5e8c97dcd2d1"
12.1,93,0.0,0.09,5.1,14.9,0,0.0,2015,5,5,3,"d6c02896-b730-4f7d-940f-616357c2f81d"
11.5,92,0.0,0.11,5.8,14.4,0,0.0,2015,5,5,4,"e9e9c3b8-3e77-4419-aa6d-4a94d27a123a"
11.3,89,0.0,0.14,6.1,14.0,0,0.0,2015,5,5,5,"ecfd0d6d-7ceb-475d-b0d4-debab7c50ad5"
11.2,86,0.0,0.19,6.1,13.7,0,0.0,2015,5,5,6,"20183fa5-4f18-4950-8553-0553964e3cdc"
12.1,79,0.0,0.29,7.6,14.1,1,40.0,2015,5,5,7,"e5e8b6bd-8487-4bc5-99c9-66b344a4af88"
16.2,58,0.0,0.78,5.4,16.6,1,214.0,2015,5,5,8,"f73ab191-61ea-4c28-8c6e-714faeb402d8"
19.4,44,0.0,1.25,7.3,19.9,1,469.0,2015,5,5,9,"d3d4695c-9701-45fe-a38c-16674e28812c"
21.7,39,0.0,1.58,10.0,23.2,1,723.0,2015,5,5,10,"7b5b1296-3ac3-41eb-917d-54617bc3937a"
23.6,34,0.0,1.92,10.6,25.8,1,910.0,2015,5,5,11,"4a788d29-89e8-4ee9-afd0-80d423e1903c"
25.0,30,0.0,2.2,10.9,28.0,1,1024.0,2015,5,5,12,"43abd976-490b-4ac3-ba49-f445b0a9bee5"
26.1,28,0.0,2.43,10.9,29.5,1,1060.0,2015,5,5,13,"1bdb9cee-e4c0-4579-bf8b-38bc4bcb388d"
26.8,26,0.0,2.61,11.3,30.4,1,1038.0,2015,5,5,14,"3605093b-c3bc-4f33-b682-55f036c6d3c9"
26.9,25,0.0,2.67,12.0,30.2,1,858.0,2015,5,5,15,"80f0b538-a23f-447c-9f36-c70d2d81e4af"
26.9,24,0.0,2.68,13.7,29.6,1,722.0,2015,5,5,16,"65db03e8-ce4a-449c-b492-f06dc518fcf8"
26.3,25,0.0,2.55,11.2,28.4,1,497.0,2015,5,5,17,"36a41e90-523f-419b-862f-d6715cce43df"
25.1,28,0.5,2.29,8.5,26.5,1,263.0,2015,5,5,18,"067c05c8-c830-42be-bd96-4f23f349eb60"
22.5,38,0.4,1.7,8.9,24.1,1,57.0,2015,5,5,19,"0ee82254-f99a-40ae-99ca-31b1a9c084ce"
20.7,46,0.0,1.32,7.6,22.0,0,0.0,2015,5,5,20,"e68c5f59-d3fa-4b8e-b150-65e3848245d3"
19.4,52,0.0,1.09,6.6,20.5,0,0.0,2015,5,5,21,"da3df7ff-269c-4ae2-824c-82bfbefc1016"
17.4,65,0.0,0.7,5.3,19.2,0,0.0,2015,5,5,22,"36efa9a8-be5b-4566-9e55-c43d61fe4f9e"
17.2,63,0.0,0.73,6.4,18.2,0,0.0,2015,5,5,23,"2c5e95ea-f253-4d53-af90-2b8011ac7529"
15.8,71,0.0,0.51,5.4,17.5,0,0.0,2015,5,6,0,"d8bb4282-1cae-4704-9ccf-1845b5247976"
14.8,76,0.0,0.4,4.4,16.8,0,0.0,2015,5,6,1,"15f7ddc6-a63c-4274-8204-acb7d4065751"
14.0,78,0.0,0.36,5.8,16.3,0,0.0,2015,5,6,2,"abe9fa9f-9036-40d8-a722-10fcede76bf9"
13.4,76,0.0,0.36,6.5,15.7,0,0.0,2015,5,6,3,"1213371f-f7b0-46b4-ba71-9b5771ca7aad"
13.1,73,0.0,0.41,6.9,15.2,0,0.0,2015,5,6,4,"64c7d73c-b291-4a6a-909e-9e26bc633b15"
12.8,71,0.0,0.43,7.6,14.8,0,0.0,2015,5,6,5,"99a8db1d-8d13-40c0-bf6f-65f4e79b44c2"
12.1,72,0.0,0.39,7.7,14.3,0,0.0,2015,5,6,6,"eb98a394-e6b9-43b5-9ebf-7f54ea528bab"
12.5,74,0.0,0.37,8.4,14.4,1,43.0,2015,5,6,7,"c0490a3d-4e37-42f4-aafd-a36961792ebd"
17.3,53,0.0,0.92,6.6,17.2,1,244.0,2015,5,6,8,"41a7b3dd-cb0c-4c4f-9c7b-0c4897660222"
20.4,41,0.0,1.41,9.5,20.8,1,490.0,2015,5,6,9,"0d5f39c4-95e6-438e-9703-3acf53591d1b"
22.3,38,0.0,1.66,11.2,23.6,1,710.0,2015,5,6,10,"ef109b22-63ea-4fd9-b382-0df22b2ab30e"
23.8,35,0.0,1.92,10.7,26.2,1,889.0,2015,5,6,11,"ba327d2c-dac3-454f-9775-37965846bcdf"
25.0,32,0.0,2.15,10.2,28.3,1,974.0,2015,5,6,12,"a1188016-83fc-4794-9383-f8bacaf6b05e"
26.2,31,0.0,2.34,10.5,30.0,1,996.0,2015,5,6,13,"a19a04a7-c8ef-49dd-aabe-3800b51ce421"
26.6,30,0.0,2.44,11.4,30.6,1,872.0,2015,5,6,14,"50f1ed62-f4a5-4ab8-8a12-8343629d3c27"
26.9,30,0.0,2.48,13.3,30.5,1,790.0,2015,5,6,15,"2cb0c505-653e-4800-8932-b4508fd53296"
26.7,30,0.1,2.44,12.6,29.8,1,611.0,2015,5,6,16,"625ef5d2-281a-4463-9ead-5e7675a45b2d"
25.0,34,0.6,2.08,11.8,27.7,1,275.0,2015,5,6,17,"b35e0529-15c2-485c-8a0a-173146225b7b"
20.9,54,1.0,1.13,13.5,25.3,1,151.0,2015,5,6,18,"1bb046e9-e107-4d87-9cf8-3ad3307bf8dc"
17.2,80,1.7,0.38,6.4,22.8,1,34.0,2015,5,6,19,"0abb3a2c-42eb-433b-9301-dccd5200e462"
16.2,88,0.6,0.23,4.6,21.1,0,0.0,2015,5,6,20,"e8f2764f-9053-47f0-8ed7-094222a5473e"
15.7,92,0.4,0.14,10.8,20.1,0,0.0,2015,5,6,21,"f7dc3003-dc56-46e9-a014-1717cb5a389b"
15.1,93,0.8,0.11,10.1,19.3,0,0.0,2015,5,6,22,"242d14f5-78ec-4f4a-ae63-e097608d1417"
14.8,94,1.2,0.11,8.7,18.7,0,0.0,2015,5,6,23,"2bdc4f73-a0c0-4800-8257-e6e23ee04a26"
14.5,94,0.7,0.09,6.9,18.2,0,0.0,2015,5,7,0,"798334e2-79e6-4a30-826c-5df3e39f9bbf"
13.7,89,0.0,0.18,5.1,17.4,0,0.0,2015,5,7,1,"1df8dd0e-0d52-464b-ae7d-1852a5670028"
13.1,91,0.0,0.14,5.3,16.8,0,0.0,2015,5,7,2,"a5fbe29f-3389-46c4-a389-d2b4042d7b07"
12.5,92,0.0,0.12,6.2,16.2,0,0.0,2015,5,7,3,"8e30686a-8c61-44c4-acda-9d376a70b255"
11.9,93,0.0,0.1,5.9,15.7,0,0.0,2015,5,7,4,"2aead5c2-444d-4053-ba77-613e399ba2f8"
11.4,94,0.0,0.08,6.1,15.3,0,0.0,2015,5,7,5,"5a90a063-91dd-4742-ab94-8e00dbde2786"
11.0,94,0.0,0.07,5.0,14.9,0,0.0,2015,5,7,6,"cf81d648-48fc-4462-a362-cec4d9d568be"
11.7,94,0.0,0.08,6.1,15.1,1,43.0,2015,5,7,7,"737902b9-d43f-40aa-bb70-1f3ee9bc68c2"
16.0,82,0.0,0.32,4.7,17.5,1,238.0,2015,5,7,8,"2b5e46ef-a5bf-431f-b0d4-09128415e6f5"
19.4,58,0.0,0.95,4.7,19.8,1,484.0,2015,5,7,9,"04918cde-671b-40b0-913c-0ff861581a68"
21.7,46,0.0,1.4,5.8,23.0,1,708.0,2015,5,7,10,"b3811378-a0b7-46f8-b783-505812b19e56"
23.2,41,0.0,1.68,5.8,25.6,1,873.0,2015,5,7,11,"4f699d25-a8e1-49a0-82ec-66e8a6259255"
24.4,37,0.0,1.93,7.1,27.6,1,993.0,2015,5,7,12,"ad727870-968f-44ec-a798-12084818f681"
25.4,36,0.0,2.08,8.2,29.0,1,1034.0,2015,5,7,13,"471f0598-fc2b-445d-b900-828969d3799b"
25.9,34,0.0,2.19,7.7,29.5,1,967.0,2015,5,7,14,"85d93805-61e3-425b-baaf-8aedb7fcace1"
26.2,34,0.0,2.26,7.1,29.6,1,874.0,2015,5,7,15,"ebfedcec-27c3-4426-8064-18c60e0bd2b2"
26.2,33,0.0,2.28,5.7,28.9,1,651.0,2015,5,7,16,"c84b36ca-9be7-4738-90ee-b154d5d66860"
25.2,35,0.0,2.08,8.8,27.4,1,401.0,2015,5,7,17,"67735805-461d-4ce4-a95f-7d61ed92ee46"
22.5,46,0.2,1.49,12.0,25.4,1,237.0,2015,5,7,18,"18d05ac5-6504-4824-9cb4-39e6882dae75"
20.0,54,0.4,1.07,8.6,23.1,1,51.0,2015,5,7,19,"132987bf-2d3f-4800-bbad-0e70c5f3fbe3"
18.1,65,0.6,0.73,6.1,21.2,0,0.0,2015,5,7,20,"d6c99d05-58cc-4262-a847-8a536a4fd239"
16.4,78,2.0,0.41,4.7,20.0,0,0.0,2015,5,7,21,"cb33e976-2c30-414b-b21e-8e43a7958cf6"
15.4,86,2.0,0.25,4.6,19.2,0,0.0,2015,5,7,22,"23d60d71-08a4-4053-982e-575a740c0d42"
14.9,93,1.4,0.12,8.4,18.7,0,0.0,2015,5,7,23,"e23b29dd-ccbd-4b70-b29f-0a6ba6f26a6c"
14.6,93,0.4,0.11,9.7,18.3,0,0.0,2015,5,8,0,"0e121f88-f2cd-450e-b2f0-ade506e41d10"
14.0,87,0.0,0.21,7.8,17.6,0,0.0,2015,5,8,1,"da71fdee-b37d-4a54-b7c5-2b567f87fe6d"
13.3,89,0.0,0.16,5.9,17.0,0,0.0,2015,5,8,2,"8e693b85-9114-4261-abe0-c909d4454139"
12.6,92,0.0,0.12,6.0,16.4,0,0.0,2015,5,8,3,"45e040aa-32a8-4737-a714-5b99ef945889"
12.0,93,0.0,0.09,6.4,15.9,0,0.0,2015,5,8,4,"10c9a3ca-ee75-45e4-a175-722a5e199e20"
11.6,95,0.0,0.07,6.1,15.4,0,0.0,2015,5,8,5,"c722e584-dd2b-4bd9-a3c1-85b32bbac82f"
11.3,95,0.0,0.07,6.0,15.0,0,0.0,2015,5,8,6,"5fdacf2c-f3a1-428c-9852-45756e14d063"
12.2,96,0.0,0.06,5.9,15.4,1,45.0,2015,5,8,7,"d9951aa7-1611-4e93-992a-ebbc66944fa5"
17.1,77,0.0,0.46,3.6,18.4,1,250.0,2015,5,8,8,"c050620c-20a4-400a-8687-b1e8ddef9015"
19.7,61,0.0,0.9,2.6,20.7,1,492.0,2015,5,8,9,"51753e71-96cb-4401-9e7a-d3cd60a4775c"
21.7,50,0.0,1.3,5.4,23.6,1,711.0,2015,5,8,10,"c502e81f-a898-4a37-962a-ce3c45032a25"
23.2,44,0.0,1.58,5.7,26.0,1,880.0,2015,5,8,11,"3d36eb1f-f8e2-440f-9888-03bc2fab127e"
24.3,41,0.0,1.78,5.2,27.9,1,1005.0,2015,5,8,12,"ecd581a3-00ae-469a-80ac-00bf6de915a0"
25.6,37,0.0,2.07,5.8,29.1,1,1002.0,2015,5,8,13,"8952d660-d9c2-4083-9b7a-30fc141d1f9d"
26.0,36,0.0,2.15,6.6,29.5,1,903.0,2015,5,8,14,"fe6610cf-bbee-4faf-a3b4-6f82e819a80d"
26.4,35,0.0,2.22,6.6,29.6,1,854.0,2015,5,8,15,"d0af23e6-d6ac-4f5e-b36a-43b7d154b32e"
25.8,35,0.0,2.15,8.9,28.8,1,638.0,2015,5,8,16,"254f60d7-d5bb-4563-aa92-b2bcbd9009cc"
23.1,44,0.0,1.59,14.6,27.2,1,456.0,2015,5,8,17,"b189287a-2dda-4b86-a205-c544d56f0424"
20.9,58,0.5,1.04,8.7,25.0,1,191.0,2015,5,8,18,"b3a5286c-6335-4e14-8821-ae0500be92a7"
19.9,62,0.6,0.88,7.5,22.9,1,62.0,2015,5,8,19,"16246947-c146-4bde-94f6-02f5ebf98bda"
18.7,69,0.7,0.68,5.9,21.2,0,0.0,2015,5,8,20,"c4b9f3bc-7ef6-4b96-91a2-f216c72890ec"
17.6,78,0.0,0.45,4.7,20.1,0,0.0,2015,5,8,21,"e3df2d82-133a-43e8-8c08-0ed17f5be0b6"
17.1,79,0.0,0.41,4.9,19.3,0,0.0,2015,5,8,22,"624cb577-6c98-4ebc-9a2b-0ff7e1bf3799"
16.9,79,0.0,0.41,4.4,18.4,0,0.0,2015,5,8,23,"1b786af7-0ab3-4da3-b05f-f3130b4a8c1f"
16.3,82,0.0,0.33,8.2,17.8,0,0.0,2015,5,9,0,"741fe9e2-1f82-482f-a4fa-33e7d6bacdab"
13.1,95,0.0,0.07,9.4,17.1,0,0.0,2015,5,9,1,"cd99aa16-b654-4123-99a6-13178ab7b317"
12.7,94,0.0,0.08,7.4,16.6,0,0.0,2015,5,9,2,"3a27900d-3a70-46e6-8dc4-7748041feef7"
12.3,95,0.0,0.08,6.7,16.2,0,0.0,2015,5,9,3,"a78530a8-d5e0-41c6-ace4-c453d59ce442"
12.0,95,0.0,0.07,4.3,15.8,0,0.0,2015,5,9,4,"943ae582-f8e2-474a-b8fb-e2f7b0b893fa"
11.9,95,0.0,0.07,4.3,15.5,0,0.0,2015,5,9,5,"60692cab-7495-4e7e-89e3-b93b0c2d8b79"
11.9,95,0.0,0.07,4.4,15.3,0,0.0,2015,5,9,6,"80298ed3-9674-4b50-bbb5-7db19c8ae0eb"
12.7,96,0.0,0.06,5.4,15.6,1,40.0,2015,5,9,7,"c984f14b-27f8-4660-b847-27bc1568c6c9"
16.0,86,0.0,0.25,2.6,18.3,1,219.0,2015,5,9,8,"712dd58d-a4ce-4476-a0ae-4f8af0ef62eb"
18.3,73,0.0,0.56,1.0,20.5,1,428.0,2015,5,9,9,"26c029f2-0ed6-42ba-9f66-6bb9d070d07e"
20.9,59,0.0,1.0,0.8,23.6,1,680.0,2015,5,9,10,"d34fccb3-a530-4b55-89e3-9558df262484"
22.7,48,0.0,1.42,2.5,26.2,1,826.0,2015,5,9,11,"7bc0c16f-198b-42d6-a409-cda321ee8b00"
23.9,41,0.0,1.73,2.9,27.3,1,775.0,2015,5,9,12,"872c1728-8563-4c96-8943-9be50d724637"
25.5,34,0.0,2.14,4.0,29.1,1,993.0,2015,5,9,13,"2e520f1a-5eca-4015-911d-01d0d000b907"
26.4,32,0.0,2.34,5.4,29.9,1,969.0,2015,5,9,14,"8790a406-65d5-4ed3-bcd2-0d0a2192f040"
26.7,31,0.0,2.43,8.2,29.9,1,850.0,2015,5,9,15,"c9567d5b-37ff-4985-ad83-abad450e2606"
26.4,31,0.0,2.38,10.4,28.9,1,650.0,2015,5,9,16,"05ef9cf6-556c-4754-a3bd-734b0da8e558"
25.7,28,0.0,2.38,12.7,27.2,1,400.0,2015,5,9,17,"4591f6fe-f433-4a85-8800-3d4a2429827b"
24.1,33,0.0,2.0,10.2,25.2,1,180.0,2015,5,9,18,"dd049c57-f17c-43e6-bfea-8e9ce1b5fd58"
