temperatura,humedad_relativa,precipitacion,deficit_presion_vapor,velocidad_viento,temperatura_suelo,es_dia,radiacion,year,month,day,hour,id
17.6,60,0.4,0.8,10.2,22.4,0,0.0,2017,5,7,21,"fe940902-3da6-4d3e-a4e9-9632345046b5"
16.3,67,0.1,0.61,13.6,21.3,0,0.0,2017,5,7,22,"546399de-a344-4540-9db1-73aee5fabd30"
15.5,74,0.5,0.46,12.2,20.4,0,0.0,2017,5,7,23,"6ac84a9f-12a2-4a6c-b09c-ccdbdf16fb4b"
15.4,75,0.0,0.43,8.9,19.7,0,0.0,2017,5,8,0,"8aa6c824-3090-4fa8-a455-3d581e7c3fc8"
15.3,76,0.0,0.42,10.6,19.2,0,0.0,2017,5,8,1,"540b128f-65a3-4469-9d0f-1f19f7502fc1"
14.6,76,0.0,0.39,11.4,18.7,0,0.0,2017,5,8,2,"2b9689e1-0b24-4c3a-b5a3-e4c9c9e69dca"
13.7,79,0.0,0.34,12.3,18.2,0,0.0,2017,5,8,3,"757e6f36-554b-48de-9608-f01f2648c289"
13.2,80,0.0,0.31,12.3,17.7,0,0.0,2017,5,8,4,"86dabe86-8b2d-4541-83cb-9ad60648d15e"
13.2,76,0.0,0.37,14.3,17.3,0,0.0,2017,5,8,5,"40fe8b0b-eb76-474e-98d5-82653cd321ba"
13.3,68,0.0,0.49,15.1,17.5,0,0.0,2017,5,8,6,"6dc9838f-0e31-4ee4-b4bd-d8112e543750"
15.3,61,0.0,0.69,17.1,17.6,1,52.0,2017,5,8,7,"3c7ab571-75fa-4919-b6ee-4fec67338f37"
19.0,47,0.0,1.16,9.5,19.1,1,261.0,2017,5,8,8,"2d1a240b-8733-4e37-912b-0f05d73137e5"
21.0,39,0.0,1.51,10.5,21.5,1,505.0,2017,5,8,9,"056065ce-0c43-49bc-b25f-4a1bd808ca77"
22.6,34,0.0,1.83,10.2,24.2,1,712.0,2017,5,8,10,"abde57fa-b060-44af-b9dc-4b76d151293c"
24.4,29,0.0,2.18,8.7,27.1,1,906.0,2017,5,8,11,"b094be52-44c9-4ef5-9fd7-90d0beac3f0c"
25.8,25,0.0,2.5,8.7,29.6,1,965.0,2017,5,8,12,"ddd44ec8-3b28-46f1-8ee2-d9aef65031b2"
26.4,22,0.0,2.67,9.2,30.7,1,798.0,2017,5,8,13,"5d982ba9-49a1-47ed-b17f-7be13a2acaae"
25.8,23,0.0,2.55,10.4,31.0,1,678.0,2017,5,8,14,"dd7a7842-7cb6-4369-8de7-e6caab6758b5"
25.0,26,0.0,2.33,12.1,30.7,1,535.0,2017,5,8,15,"a3d81347-66e1-42fa-b3fb-99bd9f9d29e1"
23.9,30,0.4,2.08,14.1,29.4,1,360.0,2017,5,8,16,"d45da8b6-fc29-4820-b2dc-0a23fecd8f77"
21.1,40,0.5,1.5,15.3,27.6,1,121.0,2017,5,8,17,"bdfc4a12-72f3-4c59-874f-f59911a6121f"
21.8,43,0.0,1.49,12.5,26.5,1,190.0,2017,5,8,18,"72f090a7-3d4d-44cd-8e21-6b93fe5532f5"
20.3,52,0.0,1.16,13.1,25.1,1,76.0,2017,5,8,19,"5117765e-1cdf-4fd1-b3ef-814daa2a0707"
16.7,75,0.0,0.48,24.6,23.7,0,0.0,2017,5,8,20,"df58ed5a-e111-4494-87fe-e2d881f8b528"
16.2,76,0.0,0.44,19.9,22.4,0,0.0,2017,5,8,21,"cb39c8b6-ae67-44cb-b706-002936590a16"
15.9,76,0.0,0.43,18.5,21.4,0,0.0,2017,5,8,22,"9f220885-e100-4287-b79c-6fa1feb0eaf5"
15.6,73,0.0,0.48,13.3,20.6,0,0.0,2017,5,8,23,"20131007-e548-42fc-8618-0c3187914cb8"
15.0,74,0.0,0.44,11.2,19.9,0,0.0,2017,5,9,0,"4adfaf55-19da-4b98-84d0-e2dd63f1499a"
14.6,77,0.0,0.38,12.9,19.3,0,0.0,2017,5,9,1,"bf915648-6007-4051-995d-62c9888593b8"
14.3,78,0.0,0.36,12.6,18.8,0,0.0,2017,5,9,2,"9c2f8ca8-3132-4724-89bd-23d58c1deeb4"
14.2,76,0.0,0.38,11.6,18.4,0,0.0,2017,5,9,3,"3bbbf0fb-a91c-4f54-9946-8379f83985b7"
13.9,78,0.0,0.35,9.7,18.0,0,0.0,2017,5,9,4,"1525d931-19c1-4440-abee-3e64fac95e47"
13.7,78,0.0,0.35,11.8,17.6,0,0.0,2017,5,9,5,"0da6b629-2276-447f-a649-9edbb9f56383"
12.8,78,0.0,0.33,8.4,17.3,0,0.0,2017,5,9,6,"c511e7d2-d486-4928-a037-3b6e6bc454e0"
14.3,69,0.0,0.5,10.1,17.4,1,51.0,2017,5,9,7,"4a341d71-0898-463d-a2b0-ccecfc6bf811"
16.8,58,0.0,0.81,6.6,18.9,1,260.0,2017,5,9,8,"5fe6a13c-3b1d-420d-bae5-5299ace7d27f"
18.7,52,0.0,1.05,7.8,21.2,1,489.0,2017,5,9,9,"711653fe-0957-4bb8-9ed9-619592a820a5"
20.9,42,0.0,1.44,6.8,24.0,1,704.0,2017,5,9,10,"2b8332c4-2817-41b1-8c69-87351a58e67f"
22.8,36,0.0,1.78,5.4,26.9,1,871.0,2017,5,9,11,"cb12d14c-c0d8-4d3e-bcc4-bea146bad0b8"
24.4,31,0.0,2.13,4.5,29.7,1,995.0,2017,5,9,12,"fb5bf8aa-f883-4ef4-8ebb-d4e5d739fa7a"
25.1,28,0.0,2.3,4.5,31.0,1,810.0,2017,5,9,13,"1c574dcc-a7ad-4dfd-85ef-65769794ade6"
26.0,25,0.0,2.51,5.6,31.9,1,764.0,2017,5,9,14,"a315b35f-fcb1-4e44-b51a-88a96ca6cde4"
25.1,26,0.0,2.36,5.2,31.8,1,576.0,2017,5,9,15,"1501c0d1-74a5-4cc9-87d1-5fd412eeb384"
24.2,31,0.0,2.1,15.5,31.2,1,501.0,2017,5,9,16,"457883f1-f534-43f8-87f1-ffe04aa4f826"
22.6,39,0.0,1.68,21.4,29.6,1,283.0,2017,5,9,17,"8a6ba335-91ad-4875-93f6-b904011b401f"
22.8,40,0.8,1.66,20.0,28.0,1,182.0,2017,5,9,18,"e1ce6079-2de3-4093-b37b-98a5037b4e24"
19.3,58,0.8,0.93,11.5,25.8,1,57.0,2017,5,9,19,"675b4355-b81b-4998-a962-154630717f69"
16.8,74,0.6,0.49,13.8,23.9,0,0.0,2017,5,9,20,"569419fb-3b53-49b9-9694-4c679ae52a3b"
16.3,75,0.1,0.47,20.6,22.5,0,0.0,2017,5,9,21,"29c9a935-124f-42df-9f43-4ebde8a21a68"
16.2,75,0.0,0.46,12.3,21.5,0,0.0,2017,5,9,22,"57106c72-f32e-4171-89cc-e2e5864acb26"
15.6,78,0.0,0.39,6.6,20.7,0,0.0,2017,5,9,23,"d9fa67b8-3fc3-4025-a0b7-878cbb65dcd7"
14.9,83,0.0,0.3,8.4,20.1,0,0.0,2017,5,10,0,"78fd5bdf-0035-406b-848b-0fe7cfae43ae"
14.9,82,0.0,0.31,7.6,19.6,0,0.0,2017,5,10,1,"4e8215c5-271c-440f-9df9-d8e32063e0ed"
15.7,72,0.0,0.5,8.4,19.3,0,0.0,2017,5,10,2,"d41c058c-3b3f-4385-8c69-5001751aaec2"
15.1,69,0.0,0.52,8.2,18.9,0,0.0,2017,5,10,3,"b3400adf-bb4c-4692-a157-917e511f86a5"
14.6,69,0.0,0.51,9.2,18.5,0,0.0,2017,5,10,4,"02744cf1-5383-40ee-ab98-c385939b269c"
13.9,71,0.0,0.46,12.1,18.0,0,0.0,2017,5,10,5,"23dadc0c-c28f-4663-ba46-fcc4dc782789"
14.4,70,0.0,0.49,5.8,18.8,0,0.0,2017,5,10,6,"d5cadce8-2929-46c9-a948-b358dcec6d32"
15.9,64,0.0,0.65,8.3,18.8,1,33.0,2017,5,10,7,"9fc8904c-2f68-40cb-91c1-57114b80cb16"
17.8,54,0.0,0.94,6.5,19.5,1,131.0,2017,5,10,8,"aea30639-c837-4536-90a3-ac899a20014f"
19.8,44,0.0,1.3,6.4,21.3,1,332.0,2017,5,10,9,"4b90ceef-c8b9-450a-b843-2ca18d9573d8"
21.1,40,0.0,1.51,3.6,23.3,1,443.0,2017,5,10,10,"27874d9e-2348-433e-998d-007172c3f856"
23.2,34,0.0,1.88,4.3,26.1,1,694.0,2017,5,10,11,"132ba817-7a49-4f5f-9ee9-277090337c5b"
25.1,29,0.0,2.26,5.4,28.9,1,865.0,2017,5,10,12,"1da835b2-98e8-4f3f-a79a-329b6ad7239a"
26.3,26,0.0,2.55,5.8,31.1,1,904.0,2017,5,10,13,"9db4ca9d-fd0f-40e7-a580-e054a0996834"
26.7,25,0.0,2.63,3.7,32.5,1,820.0,2017,5,10,14,"dbb550b1-a32c-4444-b8be-5fcef503e5a1"
27.1,24,0.0,2.75,10.2,32.4,1,568.0,2017,5,10,15,"9a016708-9655-4f41-aec7-22322dceec32"
25.6,24,0.0,2.48,15.1,31.3,1,399.0,2017,5,10,16,"ccc5d47a-7030-48a2-ba59-e4121ff214ed"
24.2,29,0.0,2.15,11.1,30.1,1,279.0,2017,5,10,17,"39f55fd4-34bb-420d-aaef-2b6f148127a5"
24.1,26,0.2,2.23,5.0,28.3,1,166.0,2017,5,10,18,"ef5d344f-9fa2-4838-8456-a0632825b20a"
22.5,30,0.0,1.9,13.9,26.8,1,54.0,2017,5,10,19,"82c5b233-14ac-4c22-8a07-f74f1bb36bf1"
20.7,42,0.0,1.41,8.5,25.2,0,0.0,2017,5,10,20,"32c13129-2dc3-438a-86dc-969f757c9c22"
20.6,43,0.0,1.39,2.5,23.8,0,0.0,2017,5,10,21,"19a3cf25-7cc8-4f49-9465-a2144b910ab8"
17.9,50,0.0,1.03,6.6,22.5,0,0.0,2017,5,10,22,"7156dbd7-f501-4060-8492-d0f97ba49a29"
17.9,49,0.0,1.05,5.0,21.7,0,0.0,2017,5,10,23,"8ef823a7-f48d-42ca-b31a-8836a69f3763"
16.8,53,0.0,0.89,7.6,20.9,0,0.0,2017,5,11,0,"dec51735-a5ef-43e3-84ea-f58b79292b7c"
16.2,56,0.0,0.81,5.0,20.4,0,0.0,2017,5,11,1,"8b727b5e-f339-4db7-b1e1-955f39c7e582"
14.9,62,0.0,0.64,7.0,19.7,0,0.0,2017,5,11,2,"f24c0b55-dab1-42ab-ae88-4b5771fe31ee"
14.9,63,0.0,0.64,6.0,19.0,0,0.0,2017,5,11,3,"bbc46824-21c2-430f-a526-859e78a79977"
14.5,65,0.0,0.58,6.9,18.6,0,0.0,2017,5,11,4,"dd8cf4aa-d9b5-46e7-9b9c-b50e7fe50d32"
13.7,68,0.0,0.5,7.3,18.1,0,0.0,2017,5,11,5,"11009d45-7ab0-4672-88f5-9505fd9afa7c"
12.7,80,0.0,0.29,7.6,17.8,0,0.0,2017,5,11,6,"68e1b1f0-222d-4247-9453-941921215a86"
14.9,70,0.0,0.51,9.2,17.9,1,53.0,2017,5,11,7,"e41bcc2e-3337-46f1-ac05-8c01b7fdaf0c"
19.2,49,0.0,1.13,9.9,19.6,1,257.0,2017,5,11,8,"6f1038f2-8e4d-41ee-9567-14d1b57aa1b9"
21.4,41,0.0,1.52,7.3,22.2,1,503.0,2017,5,11,9,"5c326b6f-5774-482c-bd3a-d26738738ff5"
23.5,35,0.0,1.89,8.0,25.3,1,725.0,2017,5,11,10,"095bcf60-4274-4cbf-9831-2f56806ab476"
25.2,30,0.0,2.27,10.2,28.3,1,901.0,2017,5,11,11,"ebbc2035-a7c5-486c-b5f7-a7d34e7e5f6d"
26.6,26,0.0,2.58,10.1,30.9,1,1016.0,2017,5,11,12,"d99ed588-85f5-48fc-b5dd-74b1b2b7c639"
27.8,23,0.0,2.86,11.6,33.0,1,1060.0,2017,5,11,13,"4dd8d8d9-316c-42c1-91ef-72884a5022e4"
29.1,21,0.0,3.2,11.6,34.4,1,993.0,2017,5,11,14,"3700d7a2-4154-40af-9cd0-62d8ceacc3c2"
28.6,19,0.1,3.17,15.8,34.6,1,781.0,2017,5,11,15,"6fcdf9a3-092c-45a7-95c0-30198c3956e9"
24.5,35,0.9,2.0,26.0,32.4,1,393.0,2017,5,11,16,"6e921d5c-08f0-4d0e-8df2-592b29924c95"
25.3,27,0.0,2.34,12.6,30.9,1,344.0,2017,5,11,17,"7eb092eb-f129-41d4-b289-f7084b7b519e"
19.3,67,0.0,0.74,12.1,29.8,1,171.0,2017,5,11,18,"669fa113-81c8-4074-acce-f485690a426f"
18.2,78,1.1,0.45,13.6,26.9,1,12.0,2017,5,11,19,"ee99b569-4ad0-4e4b-8fbc-bb62da870cbf"
17.9,78,0.5,0.46,13.0,24.9,0,0.0,2017,5,11,20,"f85da1c7-eb42-4c13-aaf4-781ed8d03bf3"
17.3,81,0.6,0.38,11.8,23.5,0,0.0,2017,5,11,21,"3518c46b-f823-4719-ab09-bf51399d27b7"
17.1,74,0.4,0.52,17.7,22.4,0,0.0,2017,5,11,22,"edb78f73-429c-491c-be2e-d85dad4e67de"
16.4,65,0.0,0.65,24.0,21.5,0,0.0,2017,5,11,23,"ed34cc55-ad24-4a3a-adaa-d4ac26741d79"
15.9,62,0.0,0.68,20.4,20.8,0,0.0,2017,5,12,0,"38a54c45-364d-4b64-b630-b5e458518a1e"
15.5,63,0.0,0.65,19.4,20.2,0,0.0,2017,5,12,1,"babf2158-f500-4f58-b79a-25c3ef03c983"
15.2,61,0.0,0.68,18.9,19.7,0,0.0,2017,5,12,2,"42e44071-deab-4661-ac31-f2522b849758"
14.6,59,0.0,0.69,14.2,19.2,0,0.0,2017,5,12,3,"e332ab20-1ff5-4ca7-a834-096131b907fb"
14.1,61,0.0,0.63,8.0,18.8,0,0.0,2017,5,12,4,"a7545efb-82f7-4fba-b0b7-8dabf36108e4"
13.0,65,0.0,0.52,5.5,18.2,0,0.0,2017,5,12,5,"a9c37f92-ef96-4b19-ad8f-088007c4310d"
13.0,62,0.0,0.57,8.7,18.0,0,0.0,2017,5,12,6,"395603b8-b3b4-4eef-9a52-ce7e5ca757e0"
15.0,54,0.0,0.78,9.7,18.1,1,56.0,2017,5,12,7,"7a00194b-bd0d-4c20-9587-51e00c2c850e"
18.0,48,0.0,1.06,8.3,19.7,1,268.0,2017,5,12,8,"93286331-ce2f-469b-a042-db880638bb33"
20.2,43,0.0,1.35,4.7,22.3,1,509.0,2017,5,12,9,"9cc1ad88-7656-496b-96f7-47b0422c5d05"
22.5,40,0.0,1.65,5.1,25.4,1,725.0,2017,5,12,10,"b5c6e7f3-3e50-44d3-896f-8db3d2963944"
24.3,36,0.0,1.95,8.7,28.3,1,898.0,2017,5,12,11,"ffa1a327-8370-46f4-a55f-489c1dd8e2b9"
25.2,32,0.0,2.16,9.5,30.2,1,852.0,2017,5,12,12,"5133ba99-1211-4802-81cc-b3ad6912905b"
26.5,28,0.0,2.49,5.9,32.3,1,984.0,2017,5,12,13,"811f3479-4291-4d54-bbe8-a57b4e0a444e"
26.7,26,0.3,2.58,4.0,33.7,1,886.0,2017,5,12,14,"c4604036-b2fa-4a2e-ac40-9004b6fd9e8b"
25.3,32,0.3,2.21,17.9,32.7,1,582.0,2017,5,12,15,"fa3826ad-6080-4ede-a8c9-e8447139602e"
18.8,63,5.0,0.81,10.2,29.7,1,232.0,2017,5,12,16,"9a9e685d-50e2-4c9c-9bdd-411f3d0c5eb6"
17.4,79,1.6,0.42,6.5,27.1,1,136.0,2017,5,12,17,"9f5fbd5d-a3c9-4c18-ae62-c6b805e9e30f"
16.2,77,3.0,0.42,13.0,25.6,1,97.0,2017,5,12,18,"80fd2a2d-7413-4fe2-84d2-e90699be0593"
17.3,75,0.5,0.49,5.5,24.0,1,27.0,2017,5,12,19,"fe5d5d58-6b9d-433e-9ec5-f16586fd98f0"
16.5,84,0.9,0.3,7.0,22.9,0,0.0,2017,5,12,20,"e325a97f-a239-4cae-b187-6ef112d41300"
15.9,74,2.7,0.47,5.8,22.0,0,0.0,2017,5,12,21,"7142e583-ca70-4277-9fdd-ba92ec5e3f1b"
14.4,77,1.5,0.38,20.2,21.0,0,0.0,2017,5,12,22,"bed72d18-bd81-4aad-acf3-e379f17a8f5a"
14.5,73,0.0,0.45,22.2,20.0,0,0.0,2017,5,12,23,"d1e8550b-9e5d-4182-9b47-1a9f13e90510"
14.4,82,0.0,0.29,12.9,19.4,0,0.0,2017,5,13,0,"685fc728-001f-4543-8ac0-5689eae3c205"
13.2,90,0.0,0.16,7.0,18.9,0,0.0,2017,5,13,1,"211aea7c-f216-451d-b08e-508dd2ad719b"
13.0,90,0.0,0.15,5.5,18.5,0,0.0,2017,5,13,2,"2945c2c5-e98e-4f71-be1a-2b4994e16917"
13.3,87,0.0,0.2,2.4,18.0,0,0.0,2017,5,13,3,"9ad06730-50bd-4618-8c4a-d7c1ab474960"
12.2,90,0.0,0.14,3.4,17.5,0,0.0,2017,5,13,4,"fbef8441-cbda-4f1d-bf00-cde59bcf8f4e"
12.2,88,0.0,0.17,5.2,17.2,0,0.0,2017,5,13,5,"18a4bf05-06cf-4523-94ba-9ef7055299bd"
11.0,80,0.0,0.27,6.5,16.8,0,0.0,2017,5,13,6,"2387ebec-87eb-40f3-bdef-1df1b7d51171"
12.7,73,0.0,0.4,6.7,16.8,1,53.0,2017,5,13,7,"d071d61a-31c8-4169-9921-39971577c58f"
16.2,56,0.0,0.81,1.3,18.3,1,264.0,2017,5,13,8,"86610378-8a70-435d-967f-cdc6dce5e958"
18.2,48,0.0,1.08,3.1,20.6,1,499.0,2017,5,13,9,"cbadcac7-4c71-41f7-960c-385559e15957"
20.3,45,0.0,1.31,5.9,23.2,1,733.0,2017,5,13,10,"33cd59e9-b229-4a32-aa50-8c075c9feaa6"
22.2,42,0.0,1.55,7.2,25.6,1,888.0,2017,5,13,11,"1e7c0b73-79f0-49ed-bcfd-b74e3ab191fb"
23.6,39,0.0,1.78,5.7,27.8,1,993.0,2017,5,13,12,"f926e663-84d4-4a41-b233-3dc03be2811a"
24.5,36,0.0,1.96,6.2,29.6,1,1017.0,2017,5,13,13,"6f51089f-7097-4423-8be5-2897f2e1ce8a"
25.2,34,0.0,2.1,7.5,30.3,1,848.0,2017,5,13,14,"675c048e-4aa4-427d-a8fa-64577df4c6eb"
25.0,34,0.0,2.1,3.6,30.6,1,729.0,2017,5,13,15,"cc13d9e5-5e70-4f31-bca6-af60d53ff7e0"
23.9,37,1.8,1.87,3.3,30.2,1,664.0,2017,5,13,16,"eb89f851-ee5f-4f2e-bfe2-156292e14e55"
19.3,59,2.3,0.91,4.2,28.5,1,398.0,2017,5,13,17,"cbc6008a-dacf-4a5c-9db8-b3ad0fb2a136"
21.9,39,0.3,1.6,2.5,27.2,1,154.0,2017,5,13,18,"67903db5-37bf-4820-9eec-c78d02f3e3c9"
20.5,48,0.0,1.27,5.6,25.6,1,63.0,2017,5,13,19,"0d99dc7b-05d8-4b7c-8bac-acae169b0040"
19.3,56,0.0,0.99,9.3,24.1,0,0.0,2017,5,13,20,"6ae1a9b3-f7a8-49c5-a9e4-b83f74bb5d0c"
18.2,61,0.0,0.82,8.4,23.0,0,0.0,2017,5,13,21,"d46ce3e4-46a5-4ffc-81fd-762a3fb34939"
16.8,71,0.1,0.55,6.6,22.0,0,0.0,2017,5,13,22,"e064ebea-c400-48fd-832a-8590e162157a"
16.3,74,0.0,0.48,12.0,21.3,0,0.0,2017,5,13,23,"5028a90b-b653-47bc-b0be-ef7176d01803"
15.4,77,0.0,0.41,5.8,20.6,0,0.0,2017,5,14,0,"706ea1c8-a9f0-4062-a631-6ff4146b38f3"
14.8,83,0.3,0.29,7.9,20.0,0,0.0,2017,5,14,1,"06118a93-ef43-4057-8c26-60b84c36bfbf"
14.6,86,0.2,0.23,7.1,19.5,0,0.0,2017,5,14,2,"2411e97c-28ee-4207-8c9b-7f8e6b58b70a"
14.4,82,0.2,0.29,7.6,19.0,0,0.0,2017,5,14,3,"bde47246-f709-484b-a625-976f71d8cba0"
14.5,81,0.1,0.31,9.3,18.6,0,0.0,2017,5,14,4,"ccd8c5aa-0db5-4d68-a1ab-e15c300bfc52"
14.1,87,0.0,0.22,6.5,18.3,0,0.0,2017,5,14,5,"3deb0933-d2ec-4b9a-b674-2feafd2231f7"
14.0,86,0.0,0.22,8.4,18.0,0,0.0,2017,5,14,6,"1e968f0b-7279-4b1c-ab34-35095ec131d6"
15.1,81,0.0,0.33,10.9,18.0,1,45.0,2017,5,14,7,"d2097607-b877-4bf8-aba3-77c7819f7723"
16.9,71,0.0,0.56,8.3,18.9,1,245.0,2017,5,14,8,"2b01a070-17f6-4de8-bad4-d0e9da86665e"
18.5,62,0.0,0.82,7.1,20.9,1,484.0,2017,5,14,9,"8bc46da4-1466-42f5-b143-edcae7ca14af"
19.9,55,0.1,1.04,9.2,23.1,1,653.0,2017,5,14,10,"98b47ebd-c5bd-46e2-b888-5a8f74894cbc"
21.2,48,0.1,1.31,12.7,24.9,1,765.0,2017,5,14,11,"9e59b03f-88ed-4352-85cc-db0d916d16f8"
22.3,41,0.0,1.59,13.0,26.4,1,800.0,2017,5,14,12,"5a2b205f-e407-410b-924f-d3a43af8bb16"
23.1,36,0.0,1.8,15.0,27.3,1,752.0,2017,5,14,13,"d5bceca8-2561-4d3a-98dc-2e411da9520a"
23.5,34,0.0,1.92,13.0,28.1,1,775.0,2017,5,14,14,"08d59c39-a25b-42ac-8bf1-391981692cc3"
24.0,32,0.0,2.01,8.4,28.9,1,753.0,2017,5,14,15,"d12d54c6-1043-4b74-957a-91938ccb2761"
23.8,32,0.0,2.0,6.6,29.1,1,605.0,2017,5,14,16,"787ccb70-0bc9-4261-9201-dbe3c7f0769d"
24.2,30,0.0,2.11,6.3,28.6,1,414.0,2017,5,14,17,"1b7249c5-499b-429f-aa35-c3be622a430c"
25.5,23,0.0,2.53,7.7,26.8,1,241.0,2017,5,14,18,"bbc3a9f3-1ed4-4aa7-9325-766503977bd9"
22.8,29,0.0,1.96,8.0,25.3,1,61.0,2017,5,14,19,"c84c72a7-9bdd-4df4-bac3-c4ec4bb7e8c4"
20.4,40,0.0,1.43,16.9,23.9,0,0.0,2017,5,14,20,"94a01574-6519-44ea-8bcf-8b2149eeab65"
19.1,48,0.0,1.16,11.4,22.8,0,0.0,2017,5,14,21,"be04f218-0642-4008-9431-cc6943ec8e4a"
16.6,60,0.0,0.75,7.4,21.6,0,0.0,2017,5,14,22,"cdd6cf1e-a20e-49c2-9aa0-b7d0edc8ebee"
16.1,62,0.0,0.69,4.7,20.7,0,0.0,2017,5,14,23,"a1e550ca-b81a-4fc0-beca-9d156fe57244"
15.8,64,0.0,0.64,6.6,20.1,0,0.0,2017,5,15,0,"b9423873-404f-42ee-9d52-44a75aae82bf"
15.9,63,0.0,0.67,9.8,19.7,0,0.0,2017,5,15,1,"0833f92a-918f-4dd4-b4a8-37cd157dfd5b"
14.6,69,0.0,0.52,5.8,19.1,0,0.0,2017,5,15,2,"b7b61b6c-0dd2-4d04-ae5c-8c9d38375587"
14.6,67,0.0,0.55,11.5,18.6,0,0.0,2017,5,15,3,"fa29494d-8fd7-49a6-aeac-5b9d7679f9c1"
14.5,69,0.0,0.51,11.3,18.2,0,0.0,2017,5,15,4,"a6d11378-ac96-43bb-b882-7e0d99d2fc34"
13.9,74,0.0,0.41,10.2,17.8,0,0.0,2017,5,15,5,"f14e0c08-e24f-4def-95c2-247ea4db6761"
13.6,73,0.0,0.41,8.7,17.3,0,0.0,2017,5,15,6,"cb162728-a48b-4c8a-a97e-e0e3b2076ea8"
15.5,67,0.0,0.58,10.8,17.5,1,57.0,2017,5,15,7,"0782f497-a54c-4f04-a053-29df54d8ed48"
18.2,59,0.0,0.87,8.4,19.0,1,269.0,2017,5,15,8,"7be36285-9f59-4bcb-97e7-ee712362e192"
20.1,53,0.0,1.1,9.4,21.3,1,510.0,2017,5,15,9,"edea0d17-6ef1-4171-93ff-3f820a18865a"
22.0,46,0.0,1.42,8.7,23.9,1,729.0,2017,5,15,10,"fb52bea6-7011-4009-ae4e-8506be964bf0"
23.5,40,0.0,1.75,6.7,26.3,1,849.0,2017,5,15,11,"93fe90f3-9eee-4526-9ba1-5c20a7f21b40"
24.7,33,0.0,2.08,3.9,28.5,1,911.0,2017,5,15,12,"180cf60a-47ad-49c5-8879-55d5cc045c6d"
25.4,30,0.0,2.29,1.8,30.0,1,849.0,2017,5,15,13,"d5d0d5fe-2fcb-4e18-a389-1dd314eef44f"
26.3,27,0.0,2.51,3.1,31.3,1,861.0,2017,5,15,14,"484b867f-7687-476c-9b9d-e15e61fd2138"
26.8,25,0.0,2.63,4.6,32.0,1,809.0,2017,5,15,15,"90b60624-5b7b-4389-8d58-7b07bf4aeaa1"
27.0,24,0.0,2.72,8.9,32.0,1,678.0,2017,5,15,16,"81a38d22-74ac-4832-84b1-998de7121184"
26.6,24,0.0,2.64,11.9,31.1,1,472.0,2017,5,15,17,"ef0681b8-1663-4e25-87e7-d1ae53fff751"
26.3,27,0.1,2.52,19.9,29.6,1,236.0,2017,5,15,18,"23a89c45-1550-4cba-9092-bd0aabe0051c"
23.3,34,0.0,1.88,5.4,27.7,1,56.0,2017,5,15,19,"c3ae3dd7-4d38-4ffd-8542-6f94cc91a0a3"
21.0,49,0.0,1.26,10.5,25.7,0,0.0,2017,5,15,20,"273448b9-8f95-4584-8e39-21fa1ec461cf"
20.0,56,0.0,1.04,8.9,24.3,0,0.0,2017,5,15,21,"b1cca2b1-3d17-45d8-8b78-7bb2498c4173"
18.3,56,0.0,0.92,5.7,23.1,0,0.0,2017,5,15,22,"0a13ca58-baa0-4711-9442-6a5f95cafca6"
17.2,56,0.0,0.86,7.3,22.1,0,0.0,2017,5,15,23,"dce24168-178c-4742-aa54-d608409cd1b1"
16.4,59,0.0,0.77,8.3,21.2,0,0.0,2017,5,16,0,"dc2b7784-1a84-40c4-99a4-5e1c7e146c1a"
15.5,64,0.0,0.64,8.7,20.5,0,0.0,2017,5,16,1,"7ac48583-999c-47bb-9d51-19782b1a91f0"
15.6,67,0.0,0.59,11.8,19.9,0,0.0,2017,5,16,2,"81bfcc34-9cfc-40cb-b370-e420cb0cb01a"
16.0,66,0.0,0.62,14.0,19.5,0,0.0,2017,5,16,3,"905a8c60-ba16-41a3-b779-c8f416f34f7f"
15.7,66,0.0,0.6,14.2,19.2,0,0.0,2017,5,16,4,"8bc27fa9-6e6b-47d1-800d-842b7482f275"
14.8,70,0.0,0.5,10.4,18.8,0,0.0,2017,5,16,5,"529ece4e-0791-411e-972d-14cc2559f32c"
15.1,73,0.0,0.47,7.5,18.6,0,0.0,2017,5,16,6,"fabeadcf-a3bc-4047-9a77-1efc823b5efc"
17.3,63,0.0,0.72,11.5,18.9,1,57.0,2017,5,16,7,"cb7f4824-a354-4780-9b5f-ef0f4eb2684b"
20.4,53,0.0,1.12,12.7,20.4,1,266.0,2017,5,16,8,"847bf1c0-1b9e-41d8-814f-566c96f3380c"
22.3,43,0.0,1.53,13.3,22.6,1,509.0,2017,5,16,9,"1ef902cf-3584-43a6-a4ba-04e702f6daf1"
24.1,37,0.0,1.91,11.6,25.3,1,728.0,2017,5,16,10,"771ad41c-9985-401b-aa03-3b21300db518"
25.6,31,0.0,2.25,9.9,27.9,1,897.0,2017,5,16,11,"5880bcb6-d8d5-4044-860c-b1913cba88e1"
26.5,28,0.0,2.5,7.1,30.0,1,897.0,2017,5,16,12,"6c4ac728-c154-4dd8-b911-05b91f971e42"
27.4,25,0.0,2.76,5.5,31.6,1,815.0,2017,5,16,13,"6f213b29-1548-46ea-b5a5-14034f8d0d2f"
28.2,24,0.0,2.92,7.4,32.8,1,837.0,2017,5,16,14,"922e08c6-b50c-4a79-81a1-e35c9e6f9df2"
